Competition,Year,Gender,Athlete,Stance,Run,TrickID,Switch,Direction,SpinDegrees,DoubleCork,TripleCork,Rodeo,Grab,Difficulty,JumpScore,JumpID
Aspen WC,2025,M,BOUCHARD Eli,G,1,b-18-Ng,N,b,1800,N,N,N,Ng,9,89.75,A
Aspen WC,2025,M,BOUCHARD Eli,G,2,T-Mo,N,f,,N,Y,N,,,93.0,B
Aspen WC,2025,M,BOUCHARD Eli,G,3,b-19-Ng,N,b,1980,N,N,N,Ng,10,96.0,A
Aspen WC,2025,M,HASEGAWA Taiga,R,1,Cab-18-Wed,Y,Cab,1800,N,N,N,Wed,9.5,89.5,A
Aspen WC,2025,M,HASEGAWA Taiga,R,2,f-18-I,N,f,1800,N,N,N,I,9,85.25,B
Aspen WC,2025,M,HASEGAWA Taiga,R,3,f-19-I,N,f,1980,N,N,N,I,10,95.0,B
Aspen WC,2025,M,MIYAMURA Yuto,R,1,b-18-Me,N,b,1800,N,N,N,Me,9,88.75,A
Aspen WC,2025,M,MIYAMURA Yuto,R,2,f-16-I,N,f,1600,N,N,N,I,8,31.0,B
Aspen WC,2025,M,MIYAMURA Yuto,R,3,f-16-I,N,f,1600,N,N,N,I,8,82.5,B
Aspen WC,2025,M,MARTIN Oliver,R,1,b-D-10,N,b,1080,Y,N,N,,7.5,42.0,A
Aspen WC,2025,M,MARTIN Oliver,R,2,b-T-18-I,N,b,1800,N,Y,N,I,10,93.25,A
Aspen WC,2025,M,MARTIN Oliver,R,3,f-T-18-Wed,N,f,1800,N,Y,N,Wed,10,77.5,B
Aspen WC,2025,M,GERARD Redmond,R,1,x-b-16-Wed,Y,b,1600,N,N,N,Wed,8.5,81.0,A
Aspen WC,2025,M,GERARD Redmond,R,2,b-18-Me,N,b,1800,N,N,N,Me,9,87.0,B
Aspen WC,2025,M,McMORRIS Mark,R,1,x-b-16-Me,Y,b,1600,N,N,N,Me,8.5,78.75,A
Aspen WC,2025,M,McMORRIS Mark,R,2,b-16-I,N,b,1600,N,N,N,I,8,82.5,B
Aspen WC,2025,M,BREARLEY Liam,G,1,x-b-16-Wed,Y,b,1600,N,N,N,Wed,8.5,18.0,A
Aspen WC,2025,M,BREARLEY Liam,G,2,Cab-18-I,Y,Cab,1800,N,N,N,I,9.5,77.75,B
Aspen WC,2025,M,BREARLEY Liam,G,3,x-b-12-Wed,Y,b,1260,N,N,N,Wed,7.5,59.5,A
Aspen WC,2025,M,CORNING Chris,G,1,b-18-Me,N,b,1800,N,N,N,Me,9,89.0,A
Aspen WC,2025,M,CORNING Chris,G,2,f-18-Me,N,f,1800,N,N,N,Me,9,45.25,B
Aspen WC,2025,M,KIMURA Kira,R,1,b-19-Me,N,b,1980,N,N,N,Me,10,20.75,A
Aspen WC,2025,M,KIMURA Kira,R,2,b-14-Me,N,b,1440,N,N,N,Me,8,33.75,A
Aspen WC,2025,M,KIMURA Kira,R,3,x-b-18-Ddr,Y,b,1800,N,N,N,Ddr,9.5,78.0,B
Aspen WC,2025,M,KIRKHUS Oyvind,R,1,f-T-18-I,N,f,1800,N,Y,N,I,10,21.25,A
Aspen WC,2025,M,KIRKHUS Oyvind,R,2,f-T-18-I,N,f,1800,N,Y,N,I,10,91.25,A
Aspen WC,2025,M,KIRKHUS Oyvind,R,3,b-T-14-I,N,b,1440,N,Y,N,I,10,15.0,B
Aspen WC,2025,M,SU Yiming,G,1,b-18-I,N,b,1800,N,N,N,I,9,86.0,A
Aspen WC,2025,M,SU Yiming,G,2,x-b-16-Me,Y,b,1600,N,N,N,Me,8.5,80.0,B
Aspen WC,2025,M,SU Yiming,G,3,b-18-I,N,b,1800,N,N,N,I,9,88.0,A
Aspen WC,2025,M,ROISLAND Mons,R,1,x-b-12-Me,Y,b,1260,N,N,N,Me,7.5,49.5,A
Aspen WC,2025,M,ROISLAND Mons,R,2,x-b-19-Me,Y,b,1980,N,N,N,Me,10,78.5,A
Aspen WC,2025,M,ROISLAND Mons,R,3,b-18-Me,N,b,1800,N,N,N,Me,9,87.75,B
Aspen WC,2025,M,MENZIES Dane,G,1,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,87.5,A
Aspen WC,2025,M,MENZIES Dane,G,2,b-14-Me,N,b,1440,N,N,N,Me,8,62.0,B
Aspen WC,2025,M,MENZIES Dane,G,3,b-18-Me,N,b,1800,N,N,N,Me,9,76.5,B
Aspen WC,2025,M,VOCKENSPERGER Leon,R,1,x-b-16-Wed,Y,b,1600,N,N,N,Wed,8.5,14.5,A
Aspen WC,2025,M,VOCKENSPERGER Leon,R,2,x-b-16-Wed,Y,b,1600,N,N,N,Wed,8.5,75.25,A
Aspen WC,2025,M,VOCKENSPERGER Leon,R,3,b-18-Me,N,b,1800,N,N,N,Me,9,86.25,B
Aspen WC,2025,M,HENKES Justus,R,1,HW-b-D-10-Wed,N,b,1080,Y,N,N,Wed,7.5,75.25,A
Aspen WC,2025,M,HENKES Justus,R,2,f-NB-to-x-b-9-Me,N,f,900,N,N,N,Me,5,77.75,B
Aspen WC,2025,M,HENKES Justus,R,3,f-NB-to-x-b-10-Me,N,f,1080,N,N,N,Me,6,83.0,B
Aspen WC,2025,M,JAMIESON Rocco,R,1,b-D-14-Tg,N,b,1440,Y,N,N,Tg,9.5,64.25,A
Aspen WC,2025,M,JAMIESON Rocco,R,2,f-18-Bd,N,f,1800,N,N,N,Bd,9,22.0,B
Aspen WC,2025,M,JAMIESON Rocco,R,3,f-18-Bd,N,f,1800,N,N,N,Bd,9,87.25,B
Aspen WC,2025,M,JOBIN Francis,R,1,x-b-D-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,78.0,A
Aspen WC,2025,M,JOBIN Francis,R,2,b-T-14-I,N,b,1440,N,Y,N,I,10,67.25,B
Aspen WC,2025,M,JOBIN Francis,R,3,x-b-D-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,83.5,A
Aspen WC,2025,M,KIMATA Ryoma,R,1,f-18-D-Tg,N,f,1800,Y,N,N,Tg,10,91.5,A
Aspen WC,2025,M,KIMATA Ryoma,R,2,b-14-Me,N,b,1440,N,N,N,Me,8,59.25,B
Aspen WC,2025,M,BULLOCK-WOMBLE Fynn,R,1,f-14-Tg,N,f,1440,N,N,N,Tg,8,30.75,A
Aspen WC,2025,M,BULLOCK-WOMBLE Fynn,R,2,b-18-Ng,N,b,1800,N,N,N,Ng,9,79.25,B
Aspen WC,2025,M,BULLOCK-WOMBLE Fynn,R,3,f-14-Tg,N,f,1440,N,N,N,Tg,8,65.75,A
Aspen WC,2025,M,HENRICKSEN Dusty,G,1,b-14-J,N,b,1440,N,N,N,J,8,68.25,A
Aspen WC,2025,M,HENRICKSEN Dusty,G,2,f-5-I,N,f,500,N,N,N,I,3,20.5,B
Aspen WC,2025,M,HENRICKSEN Dusty,G,3,f-D-Rd-10-I,N,f,1080,Y,N,Y,I,8.0,70.5,B
Aspen WC,2025,M,JARVILEHTO Kalle,R,1,x-b-16-Ng,Y,b,1600,N,N,N,Ng,8.5,71.25,A
Aspen WC,2025,M,JARVILEHTO Kalle,R,2,b-16-Ng,N,b,1600,N,N,N,Ng,8,17.25,B
Aspen WC,2025,M,JARVILEHTO Kalle,R,3,b-D-16-Ng,N,b,1600,Y,N,N,Ng,9.5,66.5,B
Aspen WC,2025,M,FITZSIMONS Sean,R,1,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,64.0,A
Aspen WC,2025,M,FITZSIMONS Sean,R,2,f-T-14-Wed,N,f,1440,N,Y,N,Wed,10,71.0,B
Aspen WC,2025,M,ALMQVIST Gabriel,R,1,b-T-14-Me,N,b,1440,N,Y,N,Me,10,65.25,A
Aspen WC,2025,M,ALMQVIST Gabriel,R,2,x-b-10-Ng,Y,b,1080,N,N,N,Ng,6.5,35.75,B
Aspen WC,2025,M,ALMQVIST Gabriel,R,3,x-b-T-14-Wed,Y,b,1440,N,Y,N,Wed,10,63.25,B
Aspen WC,2025,M,DEPRIEST Brooklyn,R,1,x-b-T-14-Wed,Y,b,1440,N,Y,N,Wed,10,67.75,A
Aspen WC,2025,M,DEPRIEST Brooklyn,R,2,b-T-14-Me-to-I,N,b,1440,N,Y,N,I,10,60.5,B
Aspen WC,2025,M,TOBITA Ruki,R,1,b-16-St,N,b,1600,N,N,N,St,8,66.5,A
Aspen WC,2025,M,TOBITA Ruki,R,2,f-18-Me,N,f,1800,N,N,N,Me,9,61.0,B
Aspen WC,2025,M,LOTORTO Alex,G,1,b-16-Me,N,b,1600,N,N,N,Me,8,76.5,A
Aspen WC,2025,M,LOTORTO Alex,G,2,x-b-T-14-Wed,Y,b,1440,N,Y,N,Wed,10,8.5,B
Aspen WC,2025,M,LOTORTO Alex,G,3,x-b-T-12-Wed,Y,b,1260,N,Y,N,Wed,9.5,46.75,B
Aspen WC,2025,M,HRONES Jakub,G,1,Cab-16-Ng,Y,Cab,1600,N,N,N,Ng,8.5,62.0,A
Aspen WC,2025,M,HRONES Jakub,G,2,f-D-14-I,N,f,1440,Y,N,N,I,9.5,17.0,B
Aspen WC,2025,M,HRONES Jakub,G,3,f-14-Wed,N,f,1440,N,N,N,Wed,8,57.5,B
Aspen WC,2025,M,MATHISEN William,G,1,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,64.75,A
Aspen WC,2025,M,MATHISEN William,G,2,f-3,N,f,300,N,N,N,,2,12.0,B
Aspen WC,2025,M,MATHISEN William,G,3,f-D-12-Tg,N,f,1260,Y,N,N,Tg,8.5,51.75,B
Aspen WC,2025,M,PARKINSON Jesse,R,1,f-12-Tdr,N,f,1260,N,N,N,Tdr,7,49.0,A
Aspen WC,2025,M,PARKINSON Jesse,R,2,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,65.0,B
Aspen WC,2025,M,SMITH Truth,G,1,b-16-Me,N,b,1600,N,N,N,Me,8,73.0,A
Aspen WC,2025,M,SMITH Truth,G,2,HW-f-10-Ng,N,f,1080,N,N,N,Ng,6,40.25,B
Aspen WC,2025,M,PIZARRO Pedro,R,1,f-D-14-Me,N,f,1440,Y,N,N,Me,9.5,42.0,A
Aspen WC,2025,M,PIZARRO Pedro,R,2,b-D-12-Me,N,b,1260,Y,N,N,Me,8.5,47.75,B
Aspen WC,2025,M,PIZARRO Pedro,R,3,f-14-Me,N,f,1440,N,N,N,Me,8,60.75,A
Aspen WC,2025,M,MEKINC Naj,G,1,b-T-14-Ddr,N,b,1440,N,Y,N,Ddr,10,42.75,A
Aspen WC,2025,M,MEKINC Naj,G,2,f-10-I,N,f,1080,N,N,N,I,6,39.75,B
Aspen WC,2025,M,MEKINC Naj,G,3,b-T-14-Ddr,N,b,1440,N,Y,N,Ddr,10,63.75,A
Aspen WC,2025,M,ARAGON SALGUERO Jose,G,1,x-b-D-10-Wed,Y,b,1080,Y,N,N,Wed,8.0,36.75,A
Aspen WC,2025,M,ARAGON SALGUERO Jose,G,3,b-14-I,N,b,1440,N,N,N,I,8,65.25,B
Aspen WC,2025,M,RICE Brian,G,1,b-D-14-Tg,N,b,1440,Y,N,N,Tg,9.5,51.75,A
Aspen WC,2025,M,RICE Brian,G,2,f-D-10-Tdr,N,f,1080,N,N,N,Tdr,6,23.0,B
Aspen WC,2025,M,RICE Brian,G,3,f-T-12-Tdr,N,f,1260,N,Y,N,Tdr,9,43.75,B
Aspen WC,2025,M,JOHNSON Liam,R,1,b-12-Me,N,b,1260,N,N,N,Me,7,48.75,A
Aspen WC,2025,M,JOHNSON Liam,R,2,x-b-D-12-Wed,Y,b,1260,Y,N,N,Wed,9.0,46.75,B
Aspen WC,2025,M,BOSCH Anthon,R,1,f-14-Wed,N,f,1440,N,N,N,Wed,8,59.25,A
Aspen WC,2025,M,BOSCH Anthon,R,2,b-14-Me,N,b,1440,N,N,N,Me,8,27.5,B
Aspen WC,2025,M,JAROS Samuel,G,1,Cab-14-St,Y,Cab,1440,N,N,N,St,8.5,65.0,A
Aspen WC,2025,M,JAROS Samuel,G,2,f-14-Ste,N,f,1440,N,N,N,Ste,8,16.5,B
Aspen WC,2025,M,VALAX Enzo,R,1,b-D-16-Tg,N,b,1600,Y,N,N,Tg,9.5,15.25,A
Aspen WC,2025,M,VALAX Enzo,R,2,b-D-16-Tg,N,b,1600,Y,N,N,Tg,9.5,64.0,A
Aspen WC,2025,M,VALAX Enzo,R,3,x-b-T-16-Wed,Y,b,1600,N,Y,N,Wed,10,17.0,B
Aspen WC,2025,M,SOLOMON Will,R,1,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,63.25,A
Aspen WC,2025,M,SOLOMON Will,R,2,f-D-12-Tg,N,f,1260,Y,N,N,Tg,8.5,13.75,B
Aspen WC,2025,M,WROBEL Evan,G,1,Cab-T-12-Go,Y,Cab,1260,N,Y,N,Go,9.5,55.75,A
Aspen WC,2025,M,WROBEL Evan,G,2,f-14-Me,N,f,1440,N,N,N,Me,8,14.0,B
Aspen WC,2025,M,SPALDING Cameron,R,1,x-b-14-Wed,Y,b,1440,N,N,N,Wed,8.5,66.75,A
Aspen WC,2025,M,FARRELL Lyon,R,1,x-b-14-Tg,Y,b,1440,N,N,N,Tg,8.5,16.25,A
Aspen WC,2025,M,FARRELL Lyon,R,2,x-b-T-14-Tg,Y,b,1440,N,Y,N,Tg,10,18.25,A
Aspen WC,2025,M,FARRELL Lyon,R,3,b-16-D-Ng,N,b,1600,Y,N,N,Ng,9.5,46.0,B
Aspen WC,2025,M,YANEZ Alvaro,G,1,b-D-Rd-9-Me,N,b,900,Y,N,Y,Me,7.0,47.25,A
Aspen WC,2025,M,OGIWARA Hiroto,R,1,b-18-Me,N,b,1800,N,N,N,Me,9,19.0,A
Aspen WC,2025,M,OGIWARA Hiroto,R,2,b-18-Me,N,b,1800,N,N,N,Me,9,20.75,A
Aspen WC,2025,M,OGIWARA Hiroto,R,3,x-b-18-Me,Y,b,1800,N,N,N,Me,9.5,18.25,B
Aspen WC,2025,M,MATTEOLI Ian,R,1,f-19-Wed-to-Tg,N,f,1980,N,N,N,Tg,10,19.25,A
Aspen WC,2025,M,MATTEOLI Ian,R,2,f-18-Wed-to-Tg,N,f,1800,N,N,N,Tg,9,13.5,A
Aspen WC,2025,M,MATTEOLI Ian,R,3,Cab-18-I-to-Ng,Y,Cab,1800,N,N,N,Ng,9.5,18.5,B
Aspen WC,2025,M,DENDA Jeremy,G,1,Cab-18-I,Y,Cab,1800,N,N,N,I,9.5,18.0,A
Aspen WC,2025,M,DENDA Jeremy,G,3,f-D-12-Tg,N,f,1260,Y,N,N,Tg,8.5,10.75,B
Aspen WC,2025,M,FEDOROWYCZ Lys,R,1,b-D-12-Wed,N,b,1260,Y,N,N,Wed,8.5,8.5,A
Aspen WC,2025,M,FEDOROWYCZ Lys,R,2,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,7.5,A
Aspen WC,2025,M,FEDOROWYCZ Lys,R,3,f-D-14-I,N,f,1440,Y,N,N,I,9.5,20.0,B
Aspen WC,2025,M,BRCIC Dante,R,1,b-T-14-I,N,b,1440,N,Y,N,I,10,25.5,A
Aspen WC,2025,M,BRCIC Dante,R,2,b-T-14-I,N,b,1440,N,Y,N,I,10,23.75,A
Aspen WC,2025,M,FRAMARIN Loris,R,1,f-D-Td-14-TK,N,f,1440,Y,N,N,TK,9.5,17.75,A
Aspen WC,2025,M,MAZET BROWN Txema,G,1,Cab-19-I,Y,Cab,1980,N,N,N,I,10,13.25,A
Aspen WC,2025,M,MAZET BROWN Txema,G,2,Cab-16-I,Y,Cab,1600,N,N,N,I,8.5,15.75,A
Aspen WC,2025,M,MAZET BROWN Txema,G,3,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,16.0,A
Beijing WC,2024,M,OGIWARA Hiroto,R,1,b-18-I,N,b,1800,N,N,N,I,9,86.0,A
Beijing WC,2024,M,OGIWARA Hiroto,R,2,f-T-18-Wed,N,f,1800,N,Y,N,Wed,10,83.5,B
Beijing WC,2024,M,MATTEOLI Ian,R,1,f-21-Wed-to-Tg,N,f,2160,N,N,N,Tg,10,97.75,A
Beijing WC,2024,M,MATTEOLI Ian,R,2,Cab-16-I-to-Ng,Y,Cab,1600,N,N,N,Ng,8.5,42.5,B
Beijing WC,2024,M,MATTEOLI Ian,R,3,Cab-18-I-to-Ng,Y,Cab,1800,N,N,N,Ng,9.5,67.75,B
Beijing WC,2024,M,YANG Wenlong,G,1,f-D-18-Wed-to-Tg,N,f,1800,Y,N,N,Tg,10,78.0,A
Beijing WC,2024,M,YANG Wenlong,G,2,b-18-J,N,b,1800,N,N,N,J,9,81.25,B
Beijing WC,2024,M,KIRKHUS Oyvind,R,1,x-b-D-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,82.5,A
Beijing WC,2024,M,KIRKHUS Oyvind,R,2,b-T-16-I,N,b,1600,N,Y,N,I,10,71.5,B
Beijing WC,2024,M,CORNING Chris,G,1,b-T-18-Me,N,b,1800,N,Y,N,Me,10,80.0,A
Beijing WC,2024,M,CORNING Chris,G,2,f-18-Me,N,f,1800,N,N,N,Me,9,68.0,B
Beijing WC,2024,M,CORNING Chris,G,3,f-18-Me,N,f,1800,N,N,N,Me,9,72.75,B
Beijing WC,2024,M,MILLAUER Clemens,R,1,x-b-D-16-Ng,Y,b,1600,Y,N,N,Ng,10.0,70.0,A
Beijing WC,2024,M,MILLAUER Clemens,R,2,b-D-16-Ng,N,b,1600,Y,N,N,Ng,9.5,72.25,B
Beijing WC,2024,M,VERMAAT Sam,R,1,f-T-18-Tg,N,f,1800,N,Y,N,Tg,10,27.0,A
Beijing WC,2024,M,VERMAAT Sam,R,2,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,63.25,A
Beijing WC,2024,M,VERMAAT Sam,R,3,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,68.75,B
Beijing WC,2024,M,KIMATA Ryoma,R,1,f-18-D-Tg,N,f,1800,Y,N,N,Tg,10,80.75,A
Beijing WC,2024,M,KIMATA Ryoma,R,2,b-18-Me,N,b,1800,N,N,N,Me,9,43.25,B
Beijing WC,2024,M,HASEGAWA Taiga,R,1,Cab-19-Wed,Y,Cab,1980,N,N,N,Wed,10,27.75,A
Beijing WC,2024,M,HASEGAWA Taiga,R,2,Cab-19-Wed,Y,Cab,1980,N,N,N,Wed,10,89.75,A
Beijing WC,2024,M,HASEGAWA Taiga,R,3,x-b-19-Wed,Y,b,1980,N,N,N,Wed,10,31.75,B
Beijing WC,2024,M,SU Yiming,G,1,x-b-19-Ne,Y,b,1980,N,N,N,,10,25.25,A
Beijing WC,2024,M,SU Yiming,G,2,x-b-19-Me,Y,b,1980,N,N,N,Me,10,23.0,A
Beijing WC,2024,M,SU Yiming,G,3,b-19-I,N,b,1980,N,N,N,I,10,89.0,B
Beijing WC,2024,M,MIYAMURA Yuto,R,1,f-16-I,N,f,1600,N,N,N,I,8,70.75,A
Beijing WC,2024,M,MIYAMURA Yuto,R,2,b-18-Me,N,b,1800,N,N,N,Me,9,81.0,B
Beijing WC,2024,M,MIYAMURA Yuto,R,3,b-19-Me,N,b,1980,N,N,N,Me,10,93.0,B
Beijing WC,2024,M,VALAX Enzo,R,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,77.5,A
Beijing WC,2024,M,VALAX Enzo,R,2,x-b-T-16-Ng,Y,b,1600,N,Y,N,Ng,10,72.75,B
Beijing WC,2024,M,HUBER Nicolas,G,1,f-T-16-Tg,N,f,1600,N,Y,N,Tg,10,71.25,A
Beijing WC,2024,M,HUBER Nicolas,G,2,b-18-Ro,N,b,1800,N,N,N,Ro,9,78.25,B
Beijing WC,2024,M,SPALDING Cameron,R,1,Cab-T-18-I,Y,Cab,1800,N,Y,N,I,10,81.75,A
Beijing WC,2024,M,SPALDING Cameron,R,2,f-14-Ste,N,f,1440,N,N,N,Ste,8,66.25,B
Beijing WC,2024,M,JAMIESON Rocco,R,1,x-b-16-J,Y,b,1600,N,N,N,J,8.5,76.0,A
Beijing WC,2024,M,JAMIESON Rocco,R,2,b-18-J,N,b,1800,N,N,N,J,9,71.5,B
Beijing WC,2024,M,BREARLEY Liam,G,1,x-b-14-Ddr,Y,b,1440,N,N,N,Ddr,8.5,69.25,A
Beijing WC,2024,M,BREARLEY Liam,G,2,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,66.75,B
Beijing WC,2024,M,BREARLEY Liam,G,3,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,77.25,B
Beijing WC,2024,M,ROBERTSON-HAHN Joshua,R,1,f-T-18-Tg,N,f,1800,N,Y,N,Tg,10,42.5,A
Beijing WC,2024,M,ROBERTSON-HAHN Joshua,R,2,b-T-14-I,N,b,1440,N,Y,N,I,10,64.0,B
Beijing WC,2024,M,ROBERTSON-HAHN Joshua,R,3,f-T-18-Tg,N,f,1800,N,Y,N,Tg,10,82.0,A
Beijing WC,2024,M,HRONES Jakub,G,1,Cab-18-I-to-Ng,Y,Cab,1800,N,N,N,Ng,9.5,25.25,A
Beijing WC,2024,M,HRONES Jakub,G,2,Cab-18-Wed-I-to-Ng,Y,Cab,1800,N,N,N,Ng,9.5,86.75,A
Beijing WC,2024,M,HRONES Jakub,G,3,f-14-Wed,N,f,1440,N,N,N,Wed,8,59.0,B
Beijing WC,2024,M,VICKTOR Noah,G,1,b-18-Me,N,b,1800,N,N,N,Me,9,76.75,A
Beijing WC,2024,M,VICKTOR Noah,G,2,f-14-I,N,f,1440,N,N,N,I,8,64.5,B
Beijing WC,2024,M,FRAMARIN Loris,R,1,Td-12-TK,N,f,1260,N,N,N,TK,7,9.0,A
Beijing WC,2024,M,FRAMARIN Loris,R,2,f-D-Td-14-I,N,f,1440,Y,N,N,I,9.5,60.0,A
Beijing WC,2024,M,FRAMARIN Loris,R,3,b-14-Ng-to-I,N,b,1440,N,N,N,I,8,70.25,B
Beijing WC,2024,M,LIU Haoyu,R,1,x-b-14-Ng,Y,b,1440,N,N,N,Ng,8.5,13.25,A
Beijing WC,2024,M,LIU Haoyu,R,2,x-b-14-Ng,Y,b,1440,N,N,N,Ng,8.5,63.25,A
Beijing WC,2024,M,LIU Haoyu,R,3,b-14-Ng,N,b,1440,N,N,N,Ng,8,66.0,B
Beijing WC,2024,M,GE Chunyu,G,1,f-18-Wed-to-Tg,N,f,1800,N,N,N,Tg,9,71.25,A
Beijing WC,2024,M,GE Chunyu,G,2,b-T-14-Ddr,N,b,1440,N,Y,N,Ddr,10,57.5,B
Beijing WC,2024,M,LOVELOCK Zephyr,R,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,65.5,A
Beijing WC,2024,M,LOVELOCK Zephyr,R,2,x-b-16,Y,b,1600,N,N,N,,8.5,15.5,B
Beijing WC,2024,M,LOVELOCK Zephyr,R,3,x-b-16-St,Y,b,1600,N,N,N,St,8.5,62.5,B
