Competition,Year,Gender,Athlete,Stance,Run,TrickID,Switch,Direction,SpinDegrees,DoubleCork,TripleCork,Rodeo,Grab,Difficulty,JumpScore,JumpID
Beijing WC,2025,M,KLEVELAND Marcus,G,1,NB-b-14-I,N,f,1440,N,N,N,I,8,17.25,A
Beijing WC,2025,M,KLEVELAND Marcus,G,3,f-D-C-10-oT-Ng,N,f,1080,Y,Y,N,Ng,9.5,43.0,B
Beijing WC,2025,M,BOUCHARD Eli,G,1,t-Mo,N,f,,N,N,N,,,22.5,A
Beijing WC,2025,M,BOUCHARD Eli,G,3,McB,N,f,,N,N,N,,,32.75,B
Beijing WC,2025,M,ALLEMAND Romain,R,1,f-18-Ti,N,f,1800,N,N,N,Ti,9,39.75,A
Beijing WC,2025,M,PIZARRO Pedro,R,1,x-b-T-16-Mu,Y,b,1600,N,Y,N,Mu,10,42.75,A
Beijing WC,2025,M,PIZARRO Pedro,R,2,x-b-D-12-St,Y,b,1260,Y,N,N,St,9.0,42.5,A
Beijing WC,2025,M,FEDOROWYCZ Lys,R,1,b-12-I,N,b,1260,N,N,N,I,7,9.0,A
Beijing WC,2025,M,FEDOROWYCZ Lys,R,2,b-T-14-I,N,b,1440,N,Y,N,I,10,14.5,A
Beijing WC,2025,M,FEDOROWYCZ Lys,R,3,x-b-D-Rd-12-I,Y,b,1260,Y,N,Y,I,9.5,17.5,B
Beijing WC,2025,M,ROISLAND Mons,R,1,x-b-D-Rd-12-I,Y,b,1260,Y,N,Y,I,9.5,18.75,A
Beijing WC,2025,M,ROISLAND Mons,R,3,x-b-D-Rd-12-I,Y,b,1260,Y,N,Y,I,9.5,31.75,A
Beijing WC,2025,M,JOZSA Martin,G,1,x-D-bF-St-x-b-1,Y,b,180,Y,N,N,St,3.0,11.25,A
Beijing WC,2025,M,JOZSA Martin,G,2,b-10-Me,N,b,1080,N,N,N,Me,6,6.75,B
Beijing WC,2025,M,JOZSA Martin,G,3,Cab-bF-St,Y,Cab,,N,N,N,St,,23.75,A
Beijing WC,2025,M,SCHWAB Alex,G,1,b-D-10-Me,N,b,1080,Y,N,N,Me,7.5,18.75,A
Beijing WC,2025,M,SCHWAB Alex,G,2,b-D-10-Me,N,b,1080,Y,N,N,Me,7.5,9.25,A
Beijing WC,2025,M,SCHWAB Alex,G,3,f-10-St,N,f,1080,N,N,N,St,6,9.5,B
Beijing WC,2025,M,JIANG Xinjie,R,1,Cab-Q-16-Mu,Y,Cab,1600,N,N,N,Mu,8.5,25.5,A
Beijing WC,2025,M,JIANG Xinjie,R,2,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,27.5,A
Beijing WC,2025,M,KIMURA Yuto,R,1,f-18-Ti,N,f,1800,N,N,N,Ti,9,16.5,A
Beijing WC,2025,M,KIMURA Yuto,R,2,f-18-Bd,N,f,1800,N,N,N,Bd,9,23.25,A
Beijing WC,2025,M,GJERDALEN Bendik,R,1,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,18.75,A
Beijing WC,2025,M,GJERDALEN Bendik,R,2,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,22.75,A
Beijing WC,2025,M,FRAMARIN Leo,R,1,f-T-18-I,N,f,1800,N,Y,N,I,10,21.25,A
Beijing WC,2025,M,COLLINS Tiarn,G,1,x-b-16-Mu,Y,b,1600,N,N,N,Mu,8.5,15.25,A
Chur WC,2024,M,HASEGAWA Taiga,R,1,Cab-18-Wed,Y,Cab,1800,N,N,N,Wed,9.5,87.5,A
Chur WC,2024,M,HASEGAWA Taiga,R,2,f-18-I,N,f,1800,N,N,N,I,9,43.0,B
Chur WC,2024,M,HASEGAWA Taiga,R,3,f-18-I,N,f,1800,N,N,N,I,9,89.75,B
Chur WC,2024,M,JAMIESON Rocco,R,1,x-b-16-Jp,Y,b,1600,N,N,N,Jp,8.5,83.0,A
Chur WC,2024,M,JAMIESON Rocco,R,2,b-Rl-PR-x-b-Rd,N,b,,N,N,Y,,,80.5,B
Chur WC,2024,M,JAMIESON Rocco,R,3,f-D-9-Bb,N,f,900,Y,N,N,Bb,6.5,60.75,C
Chur WC,2024,M,ALLEMAND Romain,R,1,f-18-Bd,N,f,1800,N,N,N,Bd,9,91.5,A
Chur WC,2024,M,ALLEMAND Romain,R,2,b-DC-14-Tg,N,b,1440,Y,N,N,Tg,9.5,66.5,B
Chur WC,2024,M,ALLEMAND Romain,R,3,b-18-Tg,N,b,1800,N,N,N,Tg,9,36.0,B
Chur WC,2024,M,MATTEOLI Ian,R,1,f-18-Wed-to-Tg,N,f,1800,N,N,N,Tg,9,83.25,A
Chur WC,2024,M,MATTEOLI Ian,R,2,Cab-14-Wed-to-Tg,Y,Cab,1440,N,N,N,Tg,8.5,62.25,B
Chur WC,2024,M,MATTEOLI Ian,R,3,Cab-18-I-to-Ng,Y,Cab,1800,N,N,N,Ng,9.5,25.25,B
Chur WC,2024,M,HRONES Jakub,G,1,Cab-D-14-Ng,Y,Cab,1440,Y,N,N,Ng,10.0,67.75,A
Chur WC,2024,M,HRONES Jakub,G,2,f-DC-12-Wed,N,f,1260,Y,N,N,Wed,8.5,14.75,B
Chur WC,2024,M,HRONES Jakub,G,3,f-D-14-Wed,N,f,1440,Y,N,N,Wed,9.5,64.5,B
Chur WC,2024,M,OGIWARA Hiroto,R,1,x-b-19-Me,Y,b,1980,N,N,N,Me,10,20.0,A
Chur WC,2024,M,OGIWARA Hiroto,R,2,x-b-19-Me,Y,b,1980,N,N,N,Me,10,19.0,A
Chur WC,2024,M,OGIWARA Hiroto,R,3,b-18-Me,N,b,1800,N,N,N,Me,9,89.25,B
Chur WC,2024,M,LEE Dongheon,R,1,b-DC-18-Tg,N,b,1800,Y,N,N,Tg,10,17.25,A
Chur WC,2024,M,LEE Dongheon,R,2,b-DC-18-Tg,N,b,1800,Y,N,N,Tg,10,89.5,A
Chur WC,2024,M,LEE Dongheon,R,3,f-D-16-Tg,N,f,1600,Y,N,N,Tg,9.5,18.5,B
Chur WC,2024,M,KLEVELAND Marcus,G,1,No-D-Td-10-I,N,f,1080,Y,N,N,I,7.5,76.5,A
Chur WC,2024,M,KLEVELAND Marcus,G,2,NB-b-18-I,N,f,1800,N,N,N,I,9,14.25,B
Chur WC,2024,M,KLEVELAND Marcus,G,3,NB-b-18-I,N,f,1800,N,N,N,I,9,17.0,B
Chur WC,2024,M,FARRELL Lyon,R,1,b-18-Ro,N,b,1800,N,N,N,Ro,9,24.0,A
Chur WC,2024,M,FARRELL Lyon,R,2,f-14-D-Tg,N,f,1440,Y,N,N,Tg,9.5,67.0,B
Chur WC,2024,M,FARRELL Lyon,R,3,b-18-Ro,N,b,1800,N,N,N,Ro,9,19.75,A
Chur WC,2024,M,JOBIN Francis,R,1,x-D-b-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,40.0,A
Chur WC,2024,M,JOBIN Francis,R,2,x-b-D-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,18.75,A
Chur WC,2024,M,JOBIN Francis,R,3,b-DC-10-I,N,b,1080,Y,N,N,I,7.5,12.25,B
Chur WC,2024,M,HAMADA Kaito,G,1,x-D-Td12-Wed,Y,f,,Y,N,N,Wed,,83.25,A
Chur WC,2024,M,HAMADA Kaito,G,2,f-Td-D-12-I,N,f,1260,Y,N,N,I,8.5,84.75,
Chur WC,2024,M,MILLAUER Clemens,R,1,b-D-16-Ng,N,b,1600,Y,N,N,Ng,9.5,79.75,
Chur WC,2024,M,YANG Wenlong,G,1,b-18-Jp,N,b,1800,N,N,N,Jp,9,19.0,
Chur WC,2024,M,YANG Wenlong,G,2,b-T-18-Jp,N,b,1800,N,Y,N,Jp,10,76.75,
Chur WC,2024,M,SPALDING Cameron,R,1,x-16-Tg,Y,f,1600,N,N,N,Tg,8.5,74.75,
Chur WC,2024,M,CORNING Chris,G,1,b-10-Me,N,b,1080,N,N,N,Me,6,72.5,
Chur WC,2024,M,VALAX Enzo,R,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,71.75,
Chur WC,2024,M,BOUCHARD Eli,G,1,b-D-14-Ro,N,b,1440,Y,N,N,Ro,9.5,71.5,
Chur WC,2024,M,GUSELI Valentino,R,1,b-16-Ng-to-St,N,b,1600,N,N,N,St,8,70.25,
Chur WC,2024,M,JARVILEHTO Kalle,R,1,b-D-16-Tg,N,b,1600,Y,N,N,Tg,9.5,67.75,
Chur WC,2024,M,BRCIC Dante,R,1,b-TC-14-I,N,b,1440,N,Y,N,I,10,12.75,
Chur WC,2024,M,BRCIC Dante,R,2,b-TC-14-I,N,b,1440,N,Y,N,I,10,66.25,
Chur WC,2024,M,VICKTOR Noah,G,1,b-14-Me,N,b,1440,N,N,N,Me,8,13.75,
Chur WC,2024,M,VICKTOR Noah,G,2,b-14-Me,N,b,1440,N,N,N,Me,8,65.25,
Chur WC,2024,M,PIZARRO Pedro,R,1,f-DC-14-Me,N,f,1440,Y,N,N,Me,9.5,34.5,
Chur WC,2024,M,PIZARRO Pedro,R,2,f-DC-14-Me,N,f,1440,Y,N,N,Me,9.5,64.5,
Chur WC,2024,M,JAROS Samuel,G,1,f-12-RB,N,f,1260,N,N,N,RB,7,11.25,
Chur WC,2024,M,JAROS Samuel,G,2,f-14-Ste,N,f,1440,N,N,N,Ste,8,64.5,
Chur WC,2024,M,MEKINC Naj,G,1,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,64.0,
Chur WC,2024,M,MIYAMURA Yuto,R,1,b-18-Me,N,b,1800,N,N,N,Me,9,19.25,
Chur WC,2024,M,MIYAMURA Yuto,R,2,b-D-14-Me,N,b,1440,Y,N,N,Me,9.5,63.25,
Chur WC,2024,M,MATHISEN William,G,1,b-TC-14-Wed,N,b,1440,N,Y,N,Wed,10,14.75,
Chur WC,2024,M,MATHISEN William,G,2,b-TC-14-Wed,N,b,1440,N,Y,N,Wed,10,62.75,
Chur WC,2024,M,MAZET BROWN Txema,G,1,b-14-Ng,N,b,1440,N,N,N,Ng,8,62.25,
Chur WC,2024,M,LOTORTO Alex,G,1,b-TC-14-Wed,N,b,1440,N,Y,N,Wed,10,3.5,
Chur WC,2024,M,LOTORTO Alex,G,2,b-TC-16-Wed,N,b,1600,N,Y,N,Wed,10,61.25,
Chur WC,2024,M,ARAGON SALGUERO Jose,G,1,b-14-I,N,b,1440,N,N,N,I,8,60.25,
Chur WC,2024,M,TOBITA Ruki,R,1,b-16-Me,N,b,1600,N,N,N,Me,8,58.5,
Chur WC,2024,M,TOBITA Ruki,R,2,b-16-St,N,b,1600,N,N,N,St,8,59.0,
Chur WC,2024,M,MILENKOVIC Matija,G,1,b-T-14-Me,N,b,1440,N,Y,N,Me,10,17.0,
Chur WC,2024,M,MILENKOVIC Matija,G,2,b-TC-14-Me,N,b,1440,N,Y,N,Me,10,58.25,
Chur WC,2024,M,BULLOCK-WOMBLE Fynn,R,1,b-16-Ng,N,b,1600,N,N,N,Ng,8,42.5,
Chur WC,2024,M,BULLOCK-WOMBLE Fynn,R,2,b-16-Ng,N,b,1600,N,N,N,Ng,8,57.5,
Chur WC,2024,M,KIRKHUS Oyvind,R,1,f-Rd-10-I,N,f,1080,N,N,Y,I,6.5,13.5,
Chur WC,2024,M,KIRKHUS Oyvind,R,2,f-D-Rd-10-I,N,f,1080,Y,N,Y,I,8.0,54.25,
Chur WC,2024,M,JOHNSON Liam,R,1,b-DC-12-Me,N,b,1260,Y,N,N,Me,8.5,7.75,
Chur WC,2024,M,JOHNSON Liam,R,2,b-12-Me,N,b,1260,N,N,N,Me,7,47.5,
Chur WC,2024,M,SCHUETZ Nicolas,G,1,f-14-I,N,f,1440,N,N,N,I,8,6.5,
Chur WC,2024,M,SCHUETZ Nicolas,G,2,f-14-I,N,f,1440,N,N,N,I,8,45.5,
Chur WC,2024,M,LIVIERO Nicola,R,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,19.0,
Chur WC,2024,M,LIVIERO Nicola,R,2,b-16-Tg,N,b,1600,N,N,N,Tg,8,40.75,
Chur WC,2024,M,YANEZ Alvaro,G,1,b-12-Me,N,b,1260,N,N,N,Me,7,39.25,
Chur WC,2024,M,HUBER Nicolas,G,1,b-18-Ng,N,b,1800,N,N,N,Ng,9,8.0,
Chur WC,2024,M,HUBER Nicolas,G,2,b-18-Ng,N,b,1800,N,N,N,Ng,9,38.5,
Chur WC,2024,M,BOLL Moritz,G,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,33.5,
Chur WC,2024,M,KIMATA Ryoma,R,1,b-16-Jp,N,b,1600,N,N,N,Jp,8,16.5,
Chur WC,2024,M,KIMATA Ryoma,R,2,b-16-Jp,N,b,1600,N,N,N,Jp,8,23.25,
Chur WC,2024,M,MARTIN Oliver,R,1,f-T-16,N,f,1600,N,Y,N,,10,5.75,
Chur WC,2024,M,MARTIN Oliver,R,2,f-TC-18-Wed,N,f,1800,N,Y,N,Wed,10,21.25,
Chur WC,2024,M,VELDEN van der Niek,R,1,x-b-T-16-Tg,Y,b,1600,N,Y,N,Tg,10,20.75,
Chur WC,2024,M,VERMAAT Sam,R,1,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,17.5,
Chur WC,2024,M,DENDA Jeremy,G,1,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,6.0,
Chur WC,2024,M,DENDA Jeremy,G,2,Cab-D-14-I,Y,Cab,1440,Y,N,N,I,10.0,14.5,
Chur WC,2024,M,BOSCH Anthon,R,1,b-14-Me,N,b,1440,N,N,N,Me,8,13.25,
Chur WC,2024,M,CHIARADIO de la IGLESIA Federico,R,1,f-12-I,N,f,1260,N,N,N,I,7,7.5,
Chur WC,2024,M,CHIARADIO de la IGLESIA Federico,R,2,f-14-I,N,f,1440,N,N,N,I,8,11.25,
Klagenfurt WC,2025,M,HASEGAWA Taiga,R,1,Cab-18-Wed,Y,Cab,1800,N,N,N,Wed,9.5,89.75,A
Klagenfurt WC,2025,M,HASEGAWA Taiga,R,2,f-18-I,N,f,1800,N,N,N,I,9,90.0,B
Klagenfurt WC,2025,M,HASEGAWA Taiga,R,3,Cab-5-Me,Y,Cab,500,N,N,N,Me,3.5,42.0,A
Klagenfurt WC,2025,M,MATTEOLI Ian,R,1,f-18-Wed-to-Tg,N,f,1800,N,N,N,Tg,9,87.5,A
Klagenfurt WC,2025,M,MATTEOLI Ian,R,2,Cab-18-I-to-Ng,Y,Cab,1800,N,N,N,Ng,9.5,87.75,B
Klagenfurt WC,2025,M,KIRKHUS Oyvind,R,1,x-b-D-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,92.0,A
Klagenfurt WC,2025,M,KIRKHUS Oyvind,R,2,b-T-16-I,N,b,1600,N,Y,N,I,10,44.0,B
Klagenfurt WC,2025,M,KIRKHUS Oyvind,R,3,b-T-16-I,N,b,1600,N,Y,N,I,10,80.0,B
Klagenfurt WC,2025,M,HRONES Jakub,G,1,Cab-18-Ng,Y,Cab,1800,N,N,N,Ng,9.5,90.75,A
Klagenfurt WC,2025,M,HRONES Jakub,G,2,f-12-I,N,f,1260,N,N,N,I,7,16.5,B
Klagenfurt WC,2025,M,HRONES Jakub,G,3,f-14-I,N,f,1440,N,N,N,I,8,78.5,B
Klagenfurt WC,2025,M,MILLAUER Clemens,R,1,x-b-16-Ng,Y,b,1600,N,N,N,Ng,8.5,79.0,A
Klagenfurt WC,2025,M,MILLAUER Clemens,R,2,b-D-16-Ng,N,b,1600,Y,N,N,Ng,9.5,36.75,B
Klagenfurt WC,2025,M,MILLAUER Clemens,R,3,b-D-16-Ng,N,b,1600,Y,N,N,Ng,9.5,81.75,B
Klagenfurt WC,2025,M,KIMATA Ryoma,R,1,x-b-16-Me,Y,b,1600,N,N,N,Me,8.5,77.25,A
Klagenfurt WC,2025,M,KIMATA Ryoma,R,2,b-16-Me,N,b,1600,N,N,N,Me,8,79.75,B
Klagenfurt WC,2025,M,VOCKENSPERGER Leon,R,1,x-b-16-Wed,Y,b,1600,N,N,N,Wed,8.5,19.75,A
Klagenfurt WC,2025,M,VOCKENSPERGER Leon,R,2,x-b-D-16-Wed,Y,b,1600,Y,N,N,Wed,10.0,75.5,A
Klagenfurt WC,2025,M,VOCKENSPERGER Leon,R,3,b-T-14-Me,N,b,1440,N,Y,N,Me,10,76.5,B
Klagenfurt WC,2025,M,FARRELL Lyon,R,1,b-18-Ro,N,b,1800,N,N,N,Ro,9,30.25,A
Klagenfurt WC,2025,M,FARRELL Lyon,R,2,f-D-14-Wed-to-Tg,N,f,1440,Y,N,N,Tg,9.5,77.75,B
Klagenfurt WC,2025,M,FARRELL Lyon,R,3,b-18-Ro,N,b,1800,N,N,N,Ro,9,46.75,A
Klagenfurt WC,2025,M,MAZET BROWN Txema,G,1,b-16-Ng,N,b,1600,N,N,N,Ng,8,39.25,A
Klagenfurt WC,2025,M,MAZET BROWN Txema,G,2,b-16-Ng,N,b,1600,N,N,N,Ng,8,45.75,A
Klagenfurt WC,2025,M,MAZET BROWN Txema,G,3,f-D-14-Wed,N,f,1440,Y,N,N,Wed,9.5,77.0,B
Klagenfurt WC,2025,M,YANG Wenlong,G,1,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,18.5,A
Klagenfurt WC,2025,M,YANG Wenlong,G,2,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,89.5,A
Klagenfurt WC,2025,M,YANG Wenlong,G,3,b-D-14-J,N,b,1440,Y,N,N,J,9.5,70.0,B
Klagenfurt WC,2025,M,JAROS Samuel,G,1,Cab-14-Me,Y,Cab,1440,N,N,N,Me,8.5,76.75,A
Klagenfurt WC,2025,M,JAROS Samuel,G,2,f-14-Ste,N,f,1440,N,N,N,Ste,8,79.25,B
Klagenfurt WC,2025,M,SU Yiming,G,1,x-b-T-14-Wed,Y,b,1440,N,Y,N,Wed,10,79.5,A
Klagenfurt WC,2025,M,SU Yiming,G,2,b-14-Wed,N,b,1440,N,N,N,Wed,8,75.5,B
Klagenfurt WC,2025,M,FRAMARIN Loris,R,1,b-14-I-to-Ng,N,b,1440,N,N,N,Ng,8,73.0,A
Klagenfurt WC,2025,M,FRAMARIN Loris,R,2,f-D-Td-10-I,N,f,1080,Y,N,N,I,7.5,77.5,B
Klagenfurt WC,2025,M,MENZIES Dane,G,1,b-14-Me,N,b,1440,N,N,N,Me,8,75.75,A
Klagenfurt WC,2025,M,MENZIES Dane,G,2,f-14-Tg,N,f,1440,N,N,N,Tg,8,72.0,B
Klagenfurt WC,2025,M,GE Chunyu,G,1,b-T-14-Ddr,N,b,1440,N,Y,N,Ddr,10,72.25,A
Klagenfurt WC,2025,M,GE Chunyu,G,2,f-14-Wed-to-Tg,N,f,1440,N,N,N,Tg,8,66.25,B
Klagenfurt WC,2025,M,FRAMARIN Leo,R,1,f-14-I,N,f,1440,N,N,N,I,8,63.5,A
Klagenfurt WC,2025,M,FRAMARIN Leo,R,2,Cab-T-14-Wed,Y,Cab,1440,N,Y,N,Wed,10,71.5,B
Klagenfurt WC,2025,M,HENRICKSEN Dusty,G,1,b-14-J,N,b,1440,N,N,N,J,8,19.5,A
Klagenfurt WC,2025,M,HENRICKSEN Dusty,G,2,b-D-14-J,N,b,1440,Y,N,N,J,9.5,77.75,A
Klagenfurt WC,2025,M,HENRICKSEN Dusty,G,3,oT-f-10-Tg,N,f,1080,N,Y,N,Tg,8,57.25,B
Klagenfurt WC,2025,M,ARAGON SALGUERO Jose,G,1,b-T-14-I,N,b,1440,N,Y,N,I,10,15.25,A
Klagenfurt WC,2025,M,ARAGON SALGUERO Jose,G,2,b-T-14-I,N,b,1440,N,Y,N,I,10,74.75,A
Klagenfurt WC,2025,M,ARAGON SALGUERO Jose,G,3,x-b-D-10-Hb-9,Y,b,1080,Y,N,N,Hb,8.0,57.75,B
Klagenfurt WC,2025,M,DENDA Jeremy,G,1,f-D-12-Tg,N,f,1260,Y,N,N,Tg,8.5,65.25,A
Klagenfurt WC,2025,M,DENDA Jeremy,G,2,b-D-12-Me,N,b,1260,Y,N,N,Me,8.5,14.25,B
Klagenfurt WC,2025,M,DENDA Jeremy,G,3,b-D-12-Me,N,b,1260,Y,N,N,Me,8.5,65.0,B
Klagenfurt WC,2025,M,CORNING Chris,G,1,b-T-18-Me,N,b,1800,N,Y,N,Me,10,26.25,A
Klagenfurt WC,2025,M,CORNING Chris,G,2,b-T-18-Me,N,b,1800,N,Y,N,Me,10,88.0,A
Klagenfurt WC,2025,M,CORNING Chris,G,3,f-14-Me,N,f,1440,N,N,N,Me,8,39.75,B
Klagenfurt WC,2025,M,DOVJAK Eric,R,1,b-10-Me,N,b,1080,N,N,N,Me,6,52.0,A
Klagenfurt WC,2025,M,DOVJAK Eric,R,2,f-14-Wed,N,f,1440,N,N,N,Wed,8,75.0,B
Klagenfurt WC,2025,M,VICKTOR Noah,G,1,f-14-I,N,f,1440,N,N,N,I,8,49.0,A
Klagenfurt WC,2025,M,VICKTOR Noah,G,2,b-T-14-Me,N,b,1440,N,Y,N,Me,10,75.0,B
Klagenfurt WC,2025,M,FRIJNS Joewen,R,1,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,69.0,A
Klagenfurt WC,2025,M,FRIJNS Joewen,R,2,f-10-Wed,N,f,1080,N,N,N,Wed,6,43.25,B
Klagenfurt WC,2025,M,VALAX Enzo,R,1,x-b-T-16-Wed,Y,b,1600,N,Y,N,Wed,10,13.0,A
Klagenfurt WC,2025,M,VALAX Enzo,R,2,x-b-T-16-Wed,Y,b,1600,N,Y,N,Wed,10,25.5,A
Klagenfurt WC,2025,M,VALAX Enzo,R,3,b-D-16-Tg,N,b,1600,Y,N,N,Tg,9.5,83.75,B
Klagenfurt WC,2025,M,JOBIN Francis,R,1,x-b-D-Rd-12-Tg,Y,b,1260,Y,N,Y,Tg,9.5,24.5,A
Klagenfurt WC,2025,M,JOBIN Francis,R,2,x-b-D-Rd-12-Tg,Y,b,1260,Y,N,Y,Tg,9.5,44.5,A
Klagenfurt WC,2025,M,JOBIN Francis,R,3,b-10-Ste,N,b,1080,N,N,N,Ste,6,61.25,B
Klagenfurt WC,2025,M,LIVIERO Nicola,R,1,b-14-Tg,N,b,1440,N,N,N,Tg,8,16.0,A
Klagenfurt WC,2025,M,LIVIERO Nicola,R,2,b-14-Tg,N,b,1440,N,N,N,Tg,8,20.0,A
Klagenfurt WC,2025,M,LIVIERO Nicola,R,3,x-b-16-Me-to-Tg,Y,b,1600,N,N,N,Tg,8.5,85.0,B
Klagenfurt WC,2025,M,LAUZI Emiliano,G,1,b-16-Me,N,b,1600,N,N,N,Me,8,18.0,A
Klagenfurt WC,2025,M,LAUZI Emiliano,G,2,b-16-Me,N,b,1600,N,N,N,Me,8,43.0,A
Klagenfurt WC,2025,M,LAUZI Emiliano,G,3,x-b-12-Me,Y,b,1260,N,N,N,Me,7.5,60.75,B
Klagenfurt WC,2025,M,JARVILEHTO Kalle,R,1,b-D-16-Tg,N,b,1600,Y,N,N,Tg,9.5,83.75,A
